id,seeker_post,response_post
610,No_comma_ I am so sad thinking about it.,Maybe it needs some company. I read that parrots like to have another bird around.
612,I once lied about kissing the most popular girl at my school. and my friend found out about it,Damn! Every kid tells such innocent lies.. I bet your were embarassed
614,I was_comma_ so very much! I avoided my friends for a whole week thenafter,Aww.. Your story is both cute_comma_ funny and innocent
616,I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.,I'm sorry to hear that! It sounds like an honest mistake.
618,I feel that its more like inconsiderate. My parents got me the cake and he forgot about it because he was losing in his video game. Honest mistake? Okay but seriously inconsiderate,Oh wow_comma_ defenitly sounds like he was too focused on video games. Maybe talk to him about how it made you feel so you don't get resentful.
620,The house was so quiet_comma_ and if I talk_comma_ it will echo,Where you the only one in the house?
622,Oh yes_comma_ I would have gone out with my best Friend but she went on a holiday,Wow_comma_ that's nice!
624,I could believe it_comma_ Did my friend really just say they loved me.,That's a bit shocking_comma_ huh?
626,very very much_comma_ we had only been friends a few weeks.,Wow I wonder what will happen now
628,I've been happy with the way things have been going lately.,That's Awesome. Did you change anything lately?
630,I've just been trying harder with life in general.,Oh that is awesome. What motivates you?
632,I was at work assigned to a project on a team.,How did that go? Do you like that?
634,Well. I ended up taking someone's work and passing it off as my own.,Oh no! Really? Were they upset?
636,I have to go get my tooth pulled soon. I hate the dentist,What's wrong with your tooth? I hope it's not too painful of an experience.
638,It's an impacted wisdom tooth_comma_ it is stuck under my gum line,Yikes! I've had that before. My thoughts are with you. I'm sure the dentist will take care of it though.
640,I had to take a trip away from home for three weeks. It made me so nervous I couldn't sleep.,Why were you nervous?
642,I was going to be away from my family.,Oh I see. How did it go?
644,It went well and I was happy to see them when I came back home.,I bet you were.
646,I cannot wait for the new super smash bros_comma_ it is going to be so good!,What is that game about
648,it is a fighting game with lots of nintendo characters,That sounds really fun_comma_ I am sure it will be good
650,Someone keeps calling my phone. I'll block them_comma_ but they just call from a new number.,That is annoying. Do they say anything when you answer?
652,Oh I don't answer numbers I don't recognize.,I don't blame you!
654,my girlfriend planned a surprise party i was not aware of,That is nice of her_comma_ did you have fun?
656,yeah much,Who was all there?
659,I accidentally stepped on someone's toe at the grocery store and they really looked like they were in pain,Oh no_comma_ did you ask if they were alright and apologize?
661,Of course! I probably apologized 20 times. I felt so guilty.,Oh no_comma_ how did he take it?
664,I know that I will pass my driving test next week.,I hope so! I hate driving but good luck.
666,I have practiced everyday in the parking lot by my house. I know all the rules of the road.,Good_comma_ that's really important thing.
668,My handyman keeps telling me he's coming by to fix my leaky sink_comma_ but he never shows up when he says he will_comma_ ugh.,That is seriously the worst... waiting around all day wondering whats going on! Have you tried calling him today?
670,Oh yeah_comma_ and it goes to his answering machine every time.,Of course right_comma_ I would try angies list or homeadvisor! They can find you a new one...
673,It was impressive that Lebron left the cavs a second time,Yes_comma_ I was happy he left.
675,i hope he can bring down the warriors in the next year or two,I don't think he will.
677,My dad made plans to visit this week and hang out with me and my kids,Well that will be fun for you guys!
679,Well he has already cancelled as usual so it won't be,Oh no_comma_ I hate to hear that. Did he have a good reason?
682,I saw someone putting mayo on their ice cream.,Really? lol
684,It was so nasty to look at.,It will be
686,My daughter competed in her first cheerleading competition last week. She did so good and her team got second place.,Thats wonderful! Congrats
688,She has worked really hard at her routines. I was beaming with pride!,Well that is wonderful! I would be proud as well
690,I go to the store almost every day,That sounds like it can be exhausting
692,What's even worse is that I buy so much junk. I often forget the item I made the trip for,Maybe it's fulfills a strong urge to just buy something.
695,I am feeling very at peace today.,Why do you feel at peace?
697,I got to see some family members that I haven't seen in a while_comma_ so I feel pretty good.,What did you do with them?
699,My daughter said her first word yesterday. Never been so proud!,That's adorable! What was the word?
701,"It was ""money""! I hope that means she is going to be successful one day.",Oh my. That is quite a unique first word!
703,My girlfriend just broke up with me. My coworkers had donuts sitting on my desk this morning to cheer me up. I never thought they would do something like that.,Aww that was nice of them!!
